System,Mol Mass,Mol Frac,Melt(K),Boil(K),rho_a,rho_b,mu1_a,mu1_b,mu2_a,mu2_b,mu2_c,k_a,k_b,cp_a,cp_b,Composition,polarizability_element[10-24Cm3],atomic_mass_element,electronegativity_element,ionic_charge_element,atomic_radius_element[Angstrom],ionic_radius_element[Angstrom],covalent_radius_element[Angstrom],first_ionization_energy[kJ_per_mol],symbol,atomic_radius_components[Angstrom],ionic_polarizability_sum_components,ionic_polarizability_mean_components
MgCl2,95.211,Pure Salt,987.0,1640.0,1.97,0.000288,0.18,20500.0,,,,0.224,-2e-05,92.048,,"{'Mg': 0.3333333333333333, 'Cl': 0.6666666666666666}","{'Mg': 10.6, 'Cl': 2.18}","{'Mg': 24.305, 'Cl': 35.453}","{'Mg': 1.31, 'Cl': 3.16}","{'Mg': '2+', 'Cl': '1-'}","{'Mg': 1.45, 'Cl': 0.79}","{'Mg': 1.5, 'Cl': 1.0}","{'Mg': 1.3, 'Cl': 0.99}","{'Mg': 737.7, 'Cl': 1251.2}","{'Mg': 'Mg', 'Cl': 'Cl'}",3.0300000000000002,12.709786352040815,4.236595450680272
MgF2,62.3018,Pure Salt,1534.2,2512.0,3.24,0.000524,0.187,32100.0,,,,0.867,-0.000141,,,"{'Mg': 0.3333333333333333, 'F': 0.6666666666666666}","{'Mg': 10.6, 'F': 0.557}","{'Mg': 24.305, 'F': 18.998}","{'Mg': 1.31, 'F': 3.98}","{'Mg': '2+', 'F': '1-'}","{'Mg': 1.45, 'F': 0.42}","{'Mg': 1.5, 'F': 0.5}","{'Mg': 1.3, 'F': 0.71}","{'Mg': 737.7, 'F': 1681.0}","{'Mg': 'Mg', 'F': 'F'}",2.29,9.197661352040816,3.065887117346939
NaCl,58.4428,Pure Salt,1073.8,1715.0,2.14,0.000543,0.0893,22000.0,,,,0.712,-0.00018,77.7638,-0.0075312,"{'Na': 0.5, 'Cl': 0.5}","{'Na': 23.6, 'Cl': 2.18}","{'Na': 22.99, 'Cl': 35.453}","{'Na': 0.93, 'Cl': 3.16}","{'Na': '1+', 'Cl': '1-'}","{'Na': 1.9, 'Cl': 0.79}","{'Na': 1.8, 'Cl': 1.0}","{'Na': 1.54, 'Cl': 0.99}","{'Na': 495.8, 'Cl': 1251.2}","{'Na': 'Na', 'Cl': 'Cl'}",2.69,22.291571180555557,11.145785590277779
NaF,41.9882,Pure Salt,1268.0,1978.0,2.76,0.000636,0.12,26500.0,,,,1.26,-0.00028,72.989,,"{'Na': 0.5, 'F': 0.5}","{'Na': 23.6, 'F': 0.557}","{'Na': 22.99, 'F': 18.998}","{'Na': 0.93, 'F': 3.98}","{'Na': '1+', 'F': '1-'}","{'Na': 1.9, 'F': 0.42}","{'Na': 1.8, 'F': 0.5}","{'Na': 1.54, 'F': 0.71}","{'Na': 495.8, 'F': 1681.0}","{'Na': 'Na', 'F': 'F'}",2.32,20.535508680555555,10.267754340277778
NdCl3,250.599,Pure Salt,1031.0,1897.0,4.26,0.00093,0.0851,36900.0,,,,,,,,"{'Nd': 0.25, 'Cl': 0.75}","{'Nd': 32.0, 'Cl': 2.18}","{'Nd': 144.242, 'Cl': 35.453}","{'Nd': 1.14, 'Cl': 3.16}","{'Nd': '3+, 4+', 'Cl': '1-'}","{'Nd': 2.06, 'Cl': 0.79}","{'Nd': 1.85, 'Cl': 1.0}","{'Nd': 1.94, 'Cl': 0.99}","{'Nd': 533.1, 'Cl': 1251.2}","{'Nd': 'Nd', 'Cl': 'Cl'}",4.43,39.383046875000005,9.845761718750001
NdF3,201.2352,Pure Salt,1650.0,2573.0,,,,,,,,,,184.0,-0.00444,"{'Nd': 0.25, 'F': 0.75}","{'Nd': 32.0, 'F': 0.557}","{'Nd': 144.242, 'F': 18.998}","{'Nd': 1.14, 'F': 3.98}","{'Nd': '3+, 4+', 'F': '1-'}","{'Nd': 2.06, 'F': 0.42}","{'Nd': 1.85, 'F': 0.5}","{'Nd': 1.94, 'F': 0.71}","{'Nd': 533.1, 'F': 1681.0}","{'Nd': 'Nd', 'F': 'F'}",3.3200000000000003,34.114859375,8.52871484375
NpCl3,343.359,Pure Salt,1075.0,1800.0,,,,,,,,,,,,"{'Np': 0.25, 'Cl': 0.75}","{'Np': 45.0, 'Cl': 2.18}","{'Np': 237.0, 'Cl': 35.453}","{'Np': 1.36, 'Cl': 3.16}","{'Np': '5+', 'Cl': '1-'}","{'Np': 1.75, 'Cl': 0.79}","{'Np': 1.75, 'Cl': 1.0}","{'Np': 1.9, 'Cl': 0.99}","{'Np': 604.5, 'Cl': 1251.2}","{'Np': 'Np', 'Cl': 'Cl'}",4.12,47.9083488325177,11.977087208129426
NpF3,293.9952,Pure Salt,1735.0,2500.0,,,,,,,,,,,,"{'Np': 0.25, 'F': 0.75}","{'Np': 45.0, 'F': 0.557}","{'Np': 237.0, 'F': 18.998}","{'Np': 1.36, 'F': 3.98}","{'Np': '5+', 'F': '1-'}","{'Np': 1.75, 'F': 0.42}","{'Np': 1.75, 'F': 0.5}","{'Np': 1.9, 'F': 0.71}","{'Np': 604.5, 'F': 1681.0}","{'Np': 'Np', 'F': 'F'}",3.01,42.64016133251771,10.660040333129427
PuCl3,350.359,Pure Salt,1040.0,2063.0,,,,,,,,,,144.0,,"{'Pu': 0.25, 'Cl': 0.75}","{'Pu': 43.0, 'Cl': 2.18}","{'Pu': 244.0, 'Cl': 35.453}","{'Pu': 1.28, 'Cl': 3.16}","{'Pu': '4+', 'Cl': '1-'}","{'Pu': 1.75, 'Cl': 0.79}","{'Pu': 1.75, 'Cl': 1.0}","{'Pu': 1.87, 'Cl': 0.99}","{'Pu': 584.7, 'Cl': 1251.2}","{'Pu': 'Pu', 'Cl': 'Cl'}",4.12,46.94447961135985,11.736119902839963
PuF3,300.9952,Pure Salt,1699.0,2493.0,,,,,,,,,,130.0,,"{'Pu': 0.25, 'F': 0.75}","{'Pu': 43.0, 'F': 0.557}","{'Pu': 244.0, 'F': 18.998}","{'Pu': 1.28, 'F': 3.98}","{'Pu': '4+', 'F': '1-'}","{'Pu': 1.75, 'F': 0.42}","{'Pu': 1.75, 'F': 0.5}","{'Pu': 1.87, 'F': 0.71}","{'Pu': 584.7, 'F': 1681.0}","{'Pu': 'Pu', 'F': 'F'}",3.01,41.67629211135985,10.419073027839962
SrCl2,158.526,Pure Salt,1146.0,2310.0,3.39,0.000578,,,-0.439,398.0,879000.0,0.516,-0.000118,,,"{'Sr': 0.3333333333333333, 'Cl': 0.6666666666666666}","{'Sr': 27.6, 'Cl': 2.18}","{'Sr': 87.62, 'Cl': 35.453}","{'Sr': 0.95, 'Cl': 3.16}","{'Sr': '2+', 'Cl': '1-'}","{'Sr': 2.19, 'Cl': 0.79}","{'Sr': 2.0, 'Cl': 1.0}","{'Sr': 1.92, 'Cl': 0.99}","{'Sr': 549.5, 'Cl': 1251.2}","{'Sr': 'Sr', 'Cl': 'Cl'}",3.77,29.83103125,9.943677083333332
SrF2,125.6168,Pure Salt,1746.0,2762.0,4.78,0.000751,,,,,,0.517,-7.25e-05,,,"{'Sr': 0.3333333333333333, 'F': 0.6666666666666666}","{'Sr': 27.6, 'F': 0.557}","{'Sr': 87.62, 'F': 18.998}","{'Sr': 0.95, 'F': 3.98}","{'Sr': '2+', 'F': '1-'}","{'Sr': 2.19, 'F': 0.42}","{'Sr': 2.0, 'F': 0.5}","{'Sr': 1.92, 'F': 0.71}","{'Sr': 549.5, 'F': 1681.0}","{'Sr': 'Sr', 'F': 'F'}",3.03,26.318906249999998,8.772968749999999
ThCl4,373.8501,Pure Salt,1043.0,1195.0,4.82,0.0014,,,,,,,,,,"{'Th': 0.2, 'Cl': 0.8}","{'Th': 50.0, 'Cl': 2.18}","{'Th': 232.038, 'Cl': 35.453}","{'Th': 1.3, 'Cl': 3.16}","{'Th': '4+', 'Cl': '1-'}","{'Th': 1.8, 'Cl': 0.79}","{'Th': 1.8, 'Cl': 1.0}","{'Th': 2.06, 'Cl': 0.99}","{'Th': 587.0, 'Cl': 1251.2}","{'Th': 'Th', 'Cl': 'Cl'}",4.96,55.67928205636035,11.13585641127207
ThF4,308.0317,Pure Salt,1384.0,,7.11,0.000759,,,,,,,,,,"{'Th': 0.2, 'F': 0.8}","{'Th': 50.0, 'F': 0.557}","{'Th': 232.038, 'F': 18.998}","{'Th': 1.3, 'F': 3.98}","{'Th': '4+', 'F': '1-'}","{'Th': 1.8, 'F': 0.42}","{'Th': 1.8, 'F': 0.5}","{'Th': 2.06, 'F': 0.71}","{'Th': 587.0, 'F': 1681.0}","{'Th': 'Th', 'F': 'F'}",3.48,48.65503205636035,9.73100641127207
UCl3,344.3879,Pure Salt,1114.0,2000.0,6.27,0.00152,0.478,10900.0,,,,,,150.0,,"{'U': 0.25, 'Cl': 0.75}","{'U': 46.0, 'Cl': 2.18}","{'U': 238.029, 'Cl': 35.453}","{'U': 1.38, 'Cl': 3.16}","{'U': '3+, 4+, 6+', 'Cl': '1-'}","{'U': 1.75, 'Cl': 0.79}","{'U': 1.75, 'Cl': 1.0}","{'U': 1.96, 'Cl': 0.99}","{'U': 597.6, 'Cl': 1251.2}","{'U': 'U', 'Cl': 'Cl'}",4.12,53.383046875000005,13.345761718750001
UCl4,379.8409,Pure Salt,861.0,1075.0,5.63,0.00229,0.00346,50700.0,,,,,,,,"{'U': 0.2, 'Cl': 0.8}","{'U': 46.0, 'Cl': 2.18}","{'U': 238.029, 'Cl': 35.453}","{'U': 1.38, 'Cl': 3.16}","{'U': '3+, 4+, 6+', 'Cl': '1-'}","{'U': 1.75, 'Cl': 0.79}","{'U': 1.75, 'Cl': 1.0}","{'U': 1.96, 'Cl': 0.99}","{'U': 597.6, 'Cl': 1251.2}","{'U': 'U', 'Cl': 'Cl'}",4.91,55.8440625,11.1688125
UF3,295.0241,Pure Salt,1768.2,2550.0,,,,,,,,,,130.0,,"{'U': 0.25, 'F': 0.75}","{'U': 46.0, 'F': 0.557}","{'U': 238.029, 'F': 18.998}","{'U': 1.38, 'F': 3.98}","{'U': '3+, 4+, 6+', 'F': '1-'}","{'U': 1.75, 'F': 0.42}","{'U': 1.75, 'F': 0.5}","{'U': 1.96, 'F': 0.71}","{'U': 597.6, 'F': 1681.0}","{'U': 'U', 'F': 'F'}",3.01,48.114859375,12.02871484375
UF4,314.0225,Pure Salt,1309.0,1723.0,7.78,0.000992,,,11.4,-35400.0,27700000.0,,,174.74,,"{'U': 0.2, 'F': 0.8}","{'U': 46.0, 'F': 0.557}","{'U': 238.029, 'F': 18.998}","{'U': 1.38, 'F': 3.98}","{'U': '3+, 4+, 6+', 'F': '1-'}","{'U': 1.75, 'F': 0.42}","{'U': 1.75, 'F': 0.5}","{'U': 1.96, 'F': 0.71}","{'U': 597.6, 'F': 1681.0}","{'U': 'U', 'F': 'F'}",3.4299999999999997,48.8198125,9.7639625
ZrCl4,233.036,Pure Salt,710.0,604.0,6.94,0.00747,5.1e-07,80100.0,,,,,,,,"{'Zr': 0.2, 'Cl': 0.8}","{'Zr': 18.0, 'Cl': 2.18}","{'Zr': 91.224, 'Cl': 35.453}","{'Zr': 1.33, 'Cl': 3.16}","{'Zr': '4+', 'Cl': '1-'}","{'Zr': 2.06, 'Cl': 0.79}","{'Zr': 1.55, 'Cl': 1.0}","{'Zr': 1.48, 'Cl': 0.99}","{'Zr': 640.1, 'Cl': 1251.2}","{'Zr': 'Zr', 'Cl': 'Cl'}",5.220000000000001,24.720095557851238,4.944019111570247
ZrF4,167.2176,Pure Salt,1191.0,1173.0,5.36,0.00123,,,,,,,,,,"{'Zr': 0.2, 'F': 0.8}","{'Zr': 18.0, 'F': 0.557}","{'Zr': 91.224, 'F': 18.998}","{'Zr': 1.33, 'F': 3.98}","{'Zr': '4+', 'F': '1-'}","{'Zr': 2.06, 'F': 0.42}","{'Zr': 1.55, 'F': 0.5}","{'Zr': 1.48, 'F': 0.71}","{'Zr': 640.1, 'F': 1681.0}","{'Zr': 'Zr', 'F': 'F'}",3.74,17.69584555785124,3.539169111570248
KCl-AlCl3,121.5827,0.20-0.80,452.0,,2.03,0.001,,,,,,,,,,"{'K': 0.05555555555555555, 'Cl': 0.7222222222222222, 'Al': 0.2222222222222222}","{'K': 43.4, 'Cl': 2.18, 'Al': 8.34}","{'K': 39.098, 'Cl': 35.453, 'Al': 26.982}","{'K': 0.82, 'Cl': 3.16, 'Al': 1.61}","{'K': '1+', 'Cl': '1-', 'Al': '3+'}","{'K': 2.43, 'Cl': 0.79, 'Al': 1.18}","{'K': 2.2, 'Cl': 1.0, 'Al': 1.25}","{'K': 1.96, 'Cl': 0.99, 'Al': 1.18}","{'K': 418.8, 'Cl': 1251.2, 'Al': 577.5}","{'K': 'K', 'Cl': 'Cl', 'Al': 'Al'}",6.77,54.518265625,9.086377604166666
KCl-AlCl3,113.7637,0.333-0.667,414.0,,1.99,0.00079,,,,,,,,,,"{'K': 0.09988002399520095, 'Cl': 0.7000599880023995, 'Al': 0.2000599880023995}","{'K': 43.4, 'Cl': 2.18, 'Al': 8.34}","{'K': 39.098, 'Cl': 35.453, 'Al': 26.982}","{'K': 0.82, 'Cl': 3.16, 'Al': 1.61}","{'K': '1+', 'Cl': '1-', 'Al': '3+'}","{'K': 2.43, 'Cl': 0.79, 'Al': 1.18}","{'K': 2.2, 'Cl': 1.0, 'Al': 1.25}","{'K': 1.96, 'Cl': 0.99, 'Al': 1.18}","{'K': 418.8, 'Cl': 1251.2, 'Al': 577.5}","{'K': 'K', 'Cl': 'Cl', 'Al': 'Al'}",6.77,54.518265625,9.086377604166666
KCl-AlCl3,103.9459,0.50-0.50,531.0,,1.96,0.000662,,,,,,,,,,"{'K': 0.16666666666666666, 'Cl': 0.6666666666666666, 'Al': 0.16666666666666666}","{'K': 43.4, 'Cl': 2.18, 'Al': 8.34}","{'K': 39.098, 'Cl': 35.453, 'Al': 26.982}","{'K': 0.82, 'Cl': 3.16, 'Al': 1.61}","{'K': '1+', 'Cl': '1-', 'Al': '3+'}","{'K': 2.43, 'Cl': 0.79, 'Al': 1.18}","{'K': 2.2, 'Cl': 1.0, 'Al': 1.25}","{'K': 1.96, 'Cl': 0.99, 'Al': 1.18}","{'K': 418.8, 'Cl': 1251.2, 'Al': 577.5}","{'K': 'K', 'Cl': 'Cl', 'Al': 'Al'}",6.77,54.518265625,9.086377604166666
KCl-AlCl3,94.1281,0.667-0.333,905.0,,1.97,0.00061,,,,,,,,,,"{'K': 0.2501875468867217, 'Cl': 0.6249062265566391, 'Al': 0.12490622655663915}","{'K': 43.4, 'Cl': 2.18, 'Al': 8.34}","{'K': 39.098, 'Cl': 35.453, 'Al': 26.982}","{'K': 0.82, 'Cl': 3.16, 'Al': 1.61}","{'K': '1+', 'Cl': '1-', 'Al': '3+'}","{'K': 2.43, 'Cl': 0.79, 'Al': 1.18}","{'K': 2.2, 'Cl': 1.0, 'Al': 1.25}","{'K': 1.96, 'Cl': 0.99, 'Al': 1.18}","{'K': 418.8, 'Cl': 1251.2, 'Al': 577.5}","{'K': 'K', 'Cl': 'Cl', 'Al': 'Al'}",6.77,54.518265625,9.086377604166666
KCl-AlCl3,89.6601,0.743-0.257,942.0,,,,0.0197,31900.0,,,,,,,,"{'K': 0.29554494828957834, 'Cl': 0.6022275258552108, 'Al': 0.10222752585521082}","{'K': 43.4, 'Cl': 2.18, 'Al': 8.34}","{'K': 39.098, 'Cl': 35.453, 'Al': 26.982}","{'K': 0.82, 'Cl': 3.16, 'Al': 1.61}","{'K': '1+', 'Cl': '1-', 'Al': '3+'}","{'K': 2.43, 'Cl': 0.79, 'Al': 1.18}","{'K': 2.2, 'Cl': 1.0, 'Al': 1.25}","{'K': 1.96, 'Cl': 0.99, 'Al': 1.18}","{'K': 418.8, 'Cl': 1251.2, 'Al': 577.5}","{'K': 'K', 'Cl': 'Cl', 'Al': 'Al'}",6.77,54.518265625,9.086377604166666
KCl-AlCl3,85.3097,0.817-0.183,972.0,,,,0.0285,29800.0,,,,,,,,"{'K': 0.3453085376162299, 'Cl': 0.577345731191885, 'Al': 0.07734573119188505}","{'K': 43.4, 'Cl': 2.18, 'Al': 8.34}","{'K': 39.098, 'Cl': 35.453, 'Al': 26.982}","{'K': 0.82, 'Cl': 3.16, 'Al': 1.61}","{'K': '1+', 'Cl': '1-', 'Al': '3+'}","{'K': 2.43, 'Cl': 0.79, 'Al': 1.18}","{'K': 2.2, 'Cl': 1.0, 'Al': 1.25}","{'K': 1.96, 'Cl': 0.99, 'Al': 1.18}","{'K': 418.8, 'Cl': 1251.2, 'Al': 577.5}","{'K': 'K', 'Cl': 'Cl', 'Al': 'Al'}",6.77,54.518265625,9.086377604166666
KCl-AlCl3,81.3121,0.885-0.115,1000.0,,,,0.0407,27700.0,,,,,,,,"{'K': 0.3968609865470852, 'Cl': 0.5515695067264574, 'Al': 0.0515695067264574}","{'K': 43.4, 'Cl': 2.18, 'Al': 8.34}","{'K': 39.098, 'Cl': 35.453, 'Al': 26.982}","{'K': 0.82, 'Cl': 3.16, 'Al': 1.61}","{'K': '1+', 'Cl': '1-', 'Al': '3+'}","{'K': 2.43, 'Cl': 0.79, 'Al': 1.18}","{'K': 2.2, 'Cl': 1.0, 'Al': 1.25}","{'K': 1.96, 'Cl': 0.99, 'Al': 1.18}","{'K': 418.8, 'Cl': 1251.2, 'Al': 577.5}","{'K': 'K', 'Cl': 'Cl', 'Al': 'Al'}",6.77,54.518265625,9.086377604166666
KCl-AlCl3,77.7847,0.945-0.055,1024.0,,,,0.0529,26800.0,,,,,,,,"{'K': 0.44786729857819907, 'Cl': 0.5260663507109005, 'Al': 0.026066350710900476}","{'K': 43.4, 'Cl': 2.18, 'Al': 8.34}","{'K': 39.098, 'Cl': 35.453, 'Al': 26.982}","{'K': 0.82, 'Cl': 3.16, 'Al': 1.61}","{'K': '1+', 'Cl': '1-', 'Al': '3+'}","{'K': 2.43, 'Cl': 0.79, 'Al': 1.18}","{'K': 2.2, 'Cl': 1.0, 'Al': 1.25}","{'K': 1.96, 'Cl': 0.99, 'Al': 1.18}","{'K': 418.8, 'Cl': 1251.2, 'Al': 577.5}","{'K': 'K', 'Cl': 'Cl', 'Al': 'Al'}",6.77,54.518265625,9.086377604166666
KCl-NaCl,60.8961,0.1523-0.8477,1030.0,,2.14,0.000554,0.0245,35900.0,,,,,,,,"{'K': 0.07615, 'Cl': 0.5, 'Na': 0.42385}","{'K': 43.4, 'Cl': 2.18, 'Na': 23.6}","{'K': 39.098, 'Cl': 35.453, 'Na': 22.99}","{'K': 0.82, 'Cl': 3.16, 'Na': 0.93}","{'K': '1+', 'Cl': '1-', 'Na': '1+'}","{'K': 2.43, 'Cl': 0.79, 'Na': 1.9}","{'K': 2.2, 'Cl': 1.0, 'Na': 1.8}","{'K': 1.96, 'Cl': 0.99, 'Na': 1.54}","{'K': 418.8, 'Cl': 1251.2, 'Na': 495.8}","{'K': 'K', 'Cl': 'Cl', 'Na': 'Na'}",5.91,63.921086805555554,15.980271701388888
KCl-NaCl,62.8017,0.2706-0.7294,992.0,,2.14,0.000559,0.0223,36400.0,,,,,,,,"{'K': 0.1353, 'Cl': 0.5, 'Na': 0.3647}","{'K': 43.4, 'Cl': 2.18, 'Na': 23.6}","{'K': 39.098, 'Cl': 35.453, 'Na': 22.99}","{'K': 0.82, 'Cl': 3.16, 'Na': 0.93}","{'K': '1+', 'Cl': '1-', 'Na': '1+'}","{'K': 2.43, 'Cl': 0.79, 'Na': 1.9}","{'K': 2.2, 'Cl': 1.0, 'Na': 1.8}","{'K': 1.96, 'Cl': 0.99, 'Na': 1.54}","{'K': 418.8, 'Cl': 1251.2, 'Na': 495.8}","{'K': 'K', 'Cl': 'Cl', 'Na': 'Na'}",5.91,63.921086805555554,15.980271701388888
KCl-NaCl,64.0566,0.3485-0.6515,966.0,,2.13,0.000558,0.0235,35500.0,,,,,,,,"{'K': 0.17425, 'Cl': 0.5, 'Na': 0.32575}","{'K': 43.4, 'Cl': 2.18, 'Na': 23.6}","{'K': 39.098, 'Cl': 35.453, 'Na': 22.99}","{'K': 0.82, 'Cl': 3.16, 'Na': 0.93}","{'K': '1+', 'Cl': '1-', 'Na': '1+'}","{'K': 2.43, 'Cl': 0.79, 'Na': 1.9}","{'K': 2.2, 'Cl': 1.0, 'Na': 1.8}","{'K': 1.96, 'Cl': 0.99, 'Na': 1.54}","{'K': 418.8, 'Cl': 1251.2, 'Na': 495.8}","{'K': 'K', 'Cl': 'Cl', 'Na': 'Na'}",5.91,63.921086805555554,15.980271701388888
KCl-NaCl,66.2989,0.4877-0.5123,937.0,,2.13,0.000568,0.028,33500.0,,,,,,,,"{'K': 0.24385, 'Cl': 0.5, 'Na': 0.25615}","{'K': 43.4, 'Cl': 2.18, 'Na': 23.6}","{'K': 39.098, 'Cl': 35.453, 'Na': 22.99}","{'K': 0.82, 'Cl': 3.16, 'Na': 0.93}","{'K': '1+', 'Cl': '1-', 'Na': '1+'}","{'K': 2.43, 'Cl': 0.79, 'Na': 1.9}","{'K': 2.2, 'Cl': 1.0, 'Na': 1.8}","{'K': 1.96, 'Cl': 0.99, 'Na': 1.54}","{'K': 418.8, 'Cl': 1251.2, 'Na': 495.8}","{'K': 'K', 'Cl': 'Cl', 'Na': 'Na'}",5.91,63.921086805555554,15.980271701388888
KCl-NaCl,67.9468,0.5900-0.4100,945.0,,2.13,0.000575,0.0321,32000.0,,,,,,,,"{'K': 0.295, 'Cl': 0.5, 'Na': 0.205}","{'K': 43.4, 'Cl': 2.18, 'Na': 23.6}","{'K': 39.098, 'Cl': 35.453, 'Na': 22.99}","{'K': 0.82, 'Cl': 3.16, 'Na': 0.93}","{'K': '1+', 'Cl': '1-', 'Na': '1+'}","{'K': 2.43, 'Cl': 0.79, 'Na': 1.9}","{'K': 2.2, 'Cl': 1.0, 'Na': 1.8}","{'K': 1.96, 'Cl': 0.99, 'Na': 1.54}","{'K': 418.8, 'Cl': 1251.2, 'Na': 495.8}","{'K': 'K', 'Cl': 'Cl', 'Na': 'Na'}",5.91,63.921086805555554,15.980271701388888
KCl-NaCl,71.2088,0.7925-0.2075,994.0,,2.14,0.000581,0.0339,31100.0,,,,,,,,"{'K': 0.39625, 'Cl': 0.5, 'Na': 0.10375}","{'K': 43.4, 'Cl': 2.18, 'Na': 23.6}","{'K': 39.098, 'Cl': 35.453, 'Na': 22.99}","{'K': 0.82, 'Cl': 3.16, 'Na': 0.93}","{'K': '1+', 'Cl': '1-', 'Na': '1+'}","{'K': 2.43, 'Cl': 0.79, 'Na': 1.9}","{'K': 2.2, 'Cl': 1.0, 'Na': 1.8}","{'K': 1.96, 'Cl': 0.99, 'Na': 1.54}","{'K': 418.8, 'Cl': 1251.2, 'Na': 495.8}","{'K': 'K', 'Cl': 'Cl', 'Na': 'Na'}",5.91,63.921086805555554,15.980271701388888
KCl-MgCl2,93.145,0.10-0.90,959.0,,2.08,0.000394,,,,,,,,,,"{'K': 0.034482758620689655, 'Cl': 0.6551724137931034, 'Mg': 0.31034482758620685}","{'K': 43.4, 'Cl': 2.18, 'Mg': 10.6}","{'K': 39.098, 'Cl': 35.453, 'Mg': 24.305}","{'K': 0.82, 'Cl': 3.16, 'Mg': 1.31}","{'K': '1+', 'Cl': '1-', 'Mg': '2+'}","{'K': 2.43, 'Cl': 0.79, 'Mg': 1.45}","{'K': 2.2, 'Cl': 1.0, 'Mg': 1.5}","{'K': 1.96, 'Cl': 0.99, 'Mg': 1.3}","{'K': 418.8, 'Cl': 1251.2, 'Mg': 737.7}","{'K': 'K', 'Cl': 'Cl', 'Mg': 'Mg'}",6.250000000000001,54.33930197704082,10.867860395408163
KCl-MgCl2,90.5419,0.226-0.774,897.0,,2.22,0.000539,,,,,,,,,,"{'K': 0.08147080028839221, 'Cl': 0.6395097332372026, 'Mg': 0.2790194664744052}","{'K': 43.4, 'Cl': 2.18, 'Mg': 10.6}","{'K': 39.098, 'Cl': 35.453, 'Mg': 24.305}","{'K': 0.82, 'Cl': 3.16, 'Mg': 1.31}","{'K': '1+', 'Cl': '1-', 'Mg': '2+'}","{'K': 2.43, 'Cl': 0.79, 'Mg': 1.45}","{'K': 2.2, 'Cl': 1.0, 'Mg': 1.5}","{'K': 1.96, 'Cl': 0.99, 'Mg': 1.3}","{'K': 418.8, 'Cl': 1251.2, 'Mg': 737.7}","{'K': 'K', 'Cl': 'Cl', 'Mg': 'Mg'}",6.250000000000001,54.33930197704082,10.867860395408163
KCl-MgCl2,88.4966,0.325-0.675,824.0,,2.26,0.000601,,,,,,,,,,"{'K': 0.12149532710280372, 'Cl': 0.6261682242990654, 'Mg': 0.2523364485981308}","{'K': 43.4, 'Cl': 2.18, 'Mg': 10.6}","{'K': 39.098, 'Cl': 35.453, 'Mg': 24.305}","{'K': 0.82, 'Cl': 3.16, 'Mg': 1.31}","{'K': '1+', 'Cl': '1-', 'Mg': '2+'}","{'K': 2.43, 'Cl': 0.79, 'Mg': 1.45}","{'K': 2.2, 'Cl': 1.0, 'Mg': 1.5}","{'K': 1.96, 'Cl': 0.99, 'Mg': 1.3}","{'K': 418.8, 'Cl': 1251.2, 'Mg': 737.7}","{'K': 'K', 'Cl': 'Cl', 'Mg': 'Mg'}",6.250000000000001,54.33930197704082,10.867860395408163
KCl-MgCl2,88.2487,0.337-0.663,815.0,,2.16,0.000509,,,,,,,,,,"{'K': 0.12654900488171236, 'Cl': 0.6244836650394292, 'Mg': 0.2489673300788584}","{'K': 43.4, 'Cl': 2.18, 'Mg': 10.6}","{'K': 39.098, 'Cl': 35.453, 'Mg': 24.305}","{'K': 0.82, 'Cl': 3.16, 'Mg': 1.31}","{'K': '1+', 'Cl': '1-', 'Mg': '2+'}","{'K': 2.43, 'Cl': 0.79, 'Mg': 1.45}","{'K': 2.2, 'Cl': 1.0, 'Mg': 1.5}","{'K': 1.96, 'Cl': 0.99, 'Mg': 1.3}","{'K': 418.8, 'Cl': 1251.2, 'Mg': 737.7}","{'K': 'K', 'Cl': 'Cl', 'Mg': 'Mg'}",6.250000000000001,54.33930197704082,10.867860395408163
KCl-MgCl2,87.2983,0.383-0.617,778.0,,2.19,0.000556,,,,,,,,,,"{'K': 0.14635078333970195, 'Cl': 0.6178830722200993, 'Mg': 0.2357661444401987}","{'K': 43.4, 'Cl': 2.18, 'Mg': 10.6}","{'K': 39.098, 'Cl': 35.453, 'Mg': 24.305}","{'K': 0.82, 'Cl': 3.16, 'Mg': 1.31}","{'K': '1+', 'Cl': '1-', 'Mg': '2+'}","{'K': 2.43, 'Cl': 0.79, 'Mg': 1.45}","{'K': 2.2, 'Cl': 1.0, 'Mg': 1.5}","{'K': 1.96, 'Cl': 0.99, 'Mg': 1.3}","{'K': 418.8, 'Cl': 1251.2, 'Mg': 737.7}","{'K': 'K', 'Cl': 'Cl', 'Mg': 'Mg'}",6.250000000000001,54.33930197704082,10.867860395408163
KCl-MgCl2,85.7075,0.46-0.54,755.0,,,,0.174,16800.0,,,,,,,,"{'K': 0.18110236220472442, 'Cl': 0.6062992125984252, 'Mg': 0.2125984251968504}","{'K': 43.4, 'Cl': 2.18, 'Mg': 10.6}","{'K': 39.098, 'Cl': 35.453, 'Mg': 24.305}","{'K': 0.82, 'Cl': 3.16, 'Mg': 1.31}","{'K': '1+', 'Cl': '1-', 'Mg': '2+'}","{'K': 2.43, 'Cl': 0.79, 'Mg': 1.45}","{'K': 2.2, 'Cl': 1.0, 'Mg': 1.5}","{'K': 1.96, 'Cl': 0.99, 'Mg': 1.3}","{'K': 418.8, 'Cl': 1251.2, 'Mg': 737.7}","{'K': 'K', 'Cl': 'Cl', 'Mg': 'Mg'}",6.250000000000001,54.33930197704082,10.867860395408163
